Route_name,Source,Destination,No_of_Stops_between_Source_to_Dest_including_Src_and_Dest,Total_number_of_Bus_Stops,Percentage_of_Bus_Stops_in_between,Maximum_number_of_Tickets_Sold,Total_Tickets_Sold,Pecentage_of_Tickets_Sold
43DUP,HNTMWRD Hanumanthanagara Ward Office ,BANKC Bank Colony,2,2,100.0,1,1,100.0
241-CUP,YKDGHC Yale Kodigehalli Colony,YKDH Yale Kodigehalli,2,11,18.181818,1,1,100.0
D-34 GATE-CKPUP,BSPRG Basavanapura Gate,CKPL CK Palya ,3,3,100.0,4,4,100.0
SBS-BDG 241DUP,SBS0 Shivajinagara Bus Station,KBS1 Kempegowda Bus Station,2,5,40.0,16,18,88.88889
KRSL-PSSDN,NGSC8 Nagasandra Cross,JHC4 Jalahalli Cross,2,3,66.66667,7,8,87.5
NBVB-DPJUP,AITKGT Kengunte Circle,NGBVC1 Nagarabhavi Circle,2,2,100.0,1,1,100.0
BEL-SBSDN,DVSNDRA Devasandra Chikkamaranahalli,MKC2 Mekhri Circle,2,4,50.0,3,6,50.0
CVRN-DMLUP,TPS1 Thippasandra,KFCIPDR Police Station Indiranagara,2,3,66.66667,3,4,75.0
SMH-KBS 238ZAUP,SRSC5 Sirsi Circle,KBS123 Kempegowda Bus Station,2,2,100.0,1,1,100.0
TMP-BDDDN,TMPNPL1 Thimmappana Palya,BDD Bidadi,4,4,100.0,1,1,100.0
31-EDN,KRMRKT KR Market,KBS123 Kempegowda Bus Station,3,6,50.0,43,79,54.430378
INDG-SNRUP,SYWD3 Sony World 80ft Road  Koramangala,BSKTTMC1 Banashankari TTMC,4,4,100.0,5,9,55.555557
314-BMDN,KGPR1 Kaggadasapura,CVRMGN CV Raman Nagara (Towards Benniganahalli),2,2,100.0,1,1,100.0
D38-VGKUP,CNPCR Muttanalluru Cross,DMS1 Dommasandra,2,4,50.0,8,10,80.0
KGR-RV-CLOUP,BNGUSTY Bengaluru University Gate (Towards ADM Block),BUAMB Bengaluru University Administrative Block,2,3,66.66667,3,3,100.0
196DN,KBS1 Kempegowda Bus Station,SBS1 Shivajinagara Bus Station,6,6,100.0,33,52,63.461536
BEML5-KMLW 210UBUP,UTH Uttarahalli,VSPL Vasanthapura,2,4,50.0,8,10,80.0
RCP-PSSDN,KGHB Kammagondanahalli Bridge,JHC4 Jalahalli Cross,2,5,40.0,10,19,52.63158
V-226HSRUP,SIA1 SI Apartment HSR Layout,WNDRPRK Wonderla Amusement Park,2,2,100.0,3,3,100.0
SNBS-NRGUP,NCBS Nanjappa Circle,AUTTN Austin Town,2,2,100.0,2,2,100.0
IDPEL-PSSDN,KRVS Kanteerava Studio,PSS Peenya 2nd Stage,2,2,100.0,1,1,100.0
YTTMC-JCNK 89DUP,MODIH Modi Hospital,KRBRHL Kurubarahalli,2,2,100.0,8,8,100.0
ITPL-JFWTCUP,ITPL ITPL,SJRH Sathya Sai Hospital,2,2,100.0,1,1,100.0
JFWTC-HBL 500DN,KLNGRA Kalyananagara,VNPY2 Veeranapalya,2,5,40.0,2,4,50.0
335-N BUADMDN,PTAGC Pattandur Agrahara Gate,KDG0 Kadugodi Bus Station,3,24,12.5,21,38,55.263157
SBS-PPLOUP,BSKTTMC0 Banashankari TTMC,UTRC Uttarahalli Circle,4,5,80.0,185,303,61.056107
KBS-DSPUP,HBGDI Hebbagodi,ATBCR2 Attibele Circle,14,16,87.5,2,4,50.0
600-CFDN,RPNAGR Rupena Agrahara,BSKTTMC0 Banashankari TTMC,4,4,100.0,2,2,100.0
BHR-IAF-PTHDN,VTHL Venkatala,YHKSC Yelahanka Santhe Circle,2,5,40.0,2,2,100.0
356CDDN,WPTGT1 Wipro Gate Shikaripalya Cross,HSRA2 SI Apartment HSR Layout,5,8,62.5,414,524,79.00763
KBS-MRC-VSDUP,KBS1 Kempegowda Bus Station,MHC Maharanis College,2,3,66.66667,1,2,50.0
OBH-DTTMCDN,KFCIPDR Police Station Indiranagara,DPNH Dhoopanahalli,2,2,100.0,3,3,100.0
D31G-ANP 246UP,SKT1 Sunkadakatte,SGK Sri GandhadaKavalu,2,2,100.0,1,1,100.0
KML-D21G 15EDN,UTH1 Uttarahalli,CHNDRK Channasandra (Towards Kengeri),2,3,66.66667,13,15,86.666664
