Route_name,Source,Destination,No_of_Stops_between_Source_to_Dest_including_Src_and_Dest,Total_number_of_Bus_Stops,Percentage_of_Bus_Stops_in_between,Maximum_number_of_Tickets_Sold,Total_Tickets_Sold,Pecentage_of_Tickets_Sold
342-AAUP,KMT1 KR Market (Kalasipalya),DMS1 Dommasandra,14,15,93.333336,30,653,4.5941806
BC-6UP,RRT1 RR Temple,VPS Vidyaniketan Public School,6,12,50.0,116,839,13.825983
243-HDN,KBS1 Kempegowda Bus Station,SBS1 Shivajinagara Bus Station,3,12,25.0,221,674,32.789318
500EUP,jnon Jn of Nagawara,KLNGR1 Kalyananagara,2,7,28.57143,2,7,28.57143
KRMTTMC-KMTDN,LBGHG Lalbagh Main Gate,KMT1 KR Market (Kalasipalya),2,5,40.0,29,83,34.93976
304-MC GJR-CKTPUP,HOF Hope Farm (Towards Chikka Thirupathi),CNS Channasandra (Towards Chikka Thirupathi),2,11,18.181818,6,31,19.354837
300UP,SBS0 Shivajinagara Bus Station,BNSWDI Banasawadi (Towards B Channasandra),7,7,100.0,152,966,15.73499
217-EDN,WGPS Wilson Garden Police Station,SBS1 Shivajinagara Bus Station,3,10,30.000002,39,407,9.58231
BTP-KBSUP,HLS Halasuru,RCHMDCR Richmond Circle,3,6,50.0,25,135,18.518518
BSKTTMC-ANPUP,BSKTTMC1 Banashankari TTMC,AJNPR Anjanapura,5,5,100.0,41,220,18.636364
43-BUP,HNTMWRD Hanumanthanagara Ward Office ,HSKRH Hoskerehalli,6,11,54.545456,315,2766,11.388287
342-AUP,AGRA1 Jn of Agara,DKKSJP1 Doddakannalli,5,21,23.809525,289,3727,7.754226
293-GDN,GLHL2 Gollahalli (Towards Chikka Gubbi),KCHK1 Kacharakanahalli,6,13,46.153847,24,413,5.811138
SGH-KTNUP,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),KKC Konanakunte Cross,3,6,50.0,10,39,25.641027
ELC-BSK2UP,BMH4 Bommanahalli (Towards St Johns),BSKTTMC1 Banashankari TTMC,7,9,77.77778,17,85,20.0
289-KUP,KRM4 KR Market,YHKSC1 Yelahanka Santhe Circle,14,25,56.0,27,369,7.317073
600-CUP,BSKTTMC1 Banashankari TTMC,BMH2 Bommanahalli (Towards Electronic City),5,15,33.333336,981,10688,9.178517
263-KDN,MRSNF Marison Factory,JHC3 Jalahalli Cross,3,13,23.076923,45,411,10.948905
MEBP-MSCDN,KLMD12 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,13,23.076923,27,156,17.307693
356CDUP,SIA1 SI Apartment HSR Layout,WPRGT1 Wipro Gate Shikaripalya Cross,3,5,60.000004,547,549,99.635704
13-FUP,WGPS Wilson Garden Police Station,SBS1 Shivajinagara Bus Station,3,7,42.857143,40,214,18.69159
285-BUP,KBS1 Kempegowda Bus Station,HBL Hebbala (Towards Yalahanka),5,15,33.333336,62,960,6.458333
79-KDN,KRBRHLL Kurubarahalli,SWK Swastik Sheshadripuram College ,4,7,57.14286,81,617,13.128039
D13-BSKUP,KMY13 Depot-13 Gate,BSKTTMC0 Banashankari TTMC,2,2,100.0,2,2,100.0
CLO-RKHUP,BPN Bapujinagara,KRMRKT KR Market,3,15,20.0,32,263,12.1673
415-HDN,HBL1 Hebbala (Towards RM Guttahalli),KBS123 Kempegowda Bus Station,5,9,55.555557,103,445,23.146067
304-RDN,DDNSC Dodda Dunnasandra,HPFM1 Hope Farm (Towards Kadugodi),4,19,21.052631,7,141,4.964539
CPR-APCDN,BTLCLG BTL College,APCR1 Jigani APC Circle,5,5,100.0,54,157,34.394905
KBS-D14 111CUP,GTVN Ganesha Temple Vasanthanagara,RTN2 RT Nagara,2,2,100.0,1,1,100.0
250-B AKM-KBSDN,AKM CS-Ammaji Kalyanamantapa,JHC3 Jalahalli Cross,3,9,33.333336,36,271,13.284133
CAPG-VRPUP,KLNGRA Kalyananagara,NAGJN Jn of Nagawara,2,11,18.181818,13,82,15.853659
V-500BMUP,AECSL-1 AECS Layout Cross,SJRHS Sathya Sai Hospital,3,17,17.647058,127,849,14.958775
DBDR-SBSUP,MTKR1 Mattikere,SBS1 Shivajinagara Bus Station,7,11,63.636364,24,193,12.435233
258CDN,NMG0 Nelamangala Bus Station,KBS123 Kempegowda Bus Station,14,14,100.0,11,96,11.458334
25-CDN,JTTMC Jayanagara TTMC,KBS123 Kempegowda Bus Station,5,8,62.5,99,431,22.969837
242-JADN,BDH1 Byadarahalli (Towards Sunkadakatte),SKDKT1 Sunkadakatte,2,17,11.764706,24,243,9.876543
342-WAUP,JNHR1 Jn of Hosur Road,AGRA1 Jn of Agara,4,20,20.0,40,757,5.2840157
336-AUP,KRM4 KR Market,HALMG HAL Main Gate (Towards Marathahalli Bridge),14,18,77.77778,81,375,21.6
291-BUP,Corpo Corporation (Towards KR Market),KRM4 KR Market,2,3,66.66667,1,1,100.0
TR-4AUP,JJN1 Jaga Jeevan Ram Nagara,KRMRKT KR Market,3,13,23.076923,151,1256,12.022293
NES-KBSUP,YHKSC1 Yelahanka Santhe Circle,HBL1 Hebbala (Towards RM Guttahalli),5,11,45.454548,13,129,10.077519
378AUP,KGR2 Kengeri TTMC,KKC Konanakunte Cross,7,13,53.846157,37,537,6.89013
342-RUP,AGRA1 Jn of Agara,DKKSJP1 Doddakannalli,4,17,23.529411,11,196,5.6122446
UDB-KMT 234DN,BPN Bapujinagara,KMT1 KR Market (Kalasipalya),3,8,37.5,55,439,12.528473
VTHM-KBSDN,BRP1 Byatarayanapura (Towards Hebbala),KBS123 Kempegowda Bus Station,6,9,66.66667,16,89,17.977528
227-NDN,NDH1 Nayandahalli,KMT1 KR Market (Kalasipalya),4,14,28.57143,30,392,7.6530614
201-NUP,BSKTTMC1 Banashankari TTMC,JOKSW Sony World 80ft Road  Koramangala,6,19,31.578945,65,1140,5.701754
279-AUP,KBS1 Kempegowda Bus Station,NGH Nagashettyhalli,7,10,70.0,127,507,25.04931
KGR-ITPL 501UP,KTP1 Kottigepalya,CHWIN LB Samudaya Bhavana,2,25,8.0,10,171,5.8479533
ADITI-NMGUP,NES1 NES Office,CKJH Chikkajala,6,10,60.000004,11,59,18.644068
PPLO-KML-KBSUP,DYNDS Dayananda Sagar College,KBS123 Kempegowda Bus Station,9,12,75.0,73,515,14.174758
317RDN,KRPM KR Puram Market,TIF Tin Factory,2,16,12.5,58,705,8.226951
GDD-KMT226MUP,KGR1 Kengeri TTMC,KMT1 KR Market (Kalasipalya),7,19,36.842106,54,539,10.018553
314-JDN,PLT Pallavi Talkies,KBS123 Kempegowda Bus Station,2,7,28.57143,6,28,21.428572
43DUP,HNTMWRD Hanumanthanagara Ward Office ,BANKC Bank Colony,2,2,100.0,1,1,100.0
SBS-HNSUP,SBS0 Shivajinagara Bus Station,HNRCS Hennur Cross (Towards Hennur Bande),7,19,36.842106,24,283,8.480565
KDH-PSSUP,MRSNF Marison Factory,JHC4 Jalahalli Cross,2,6,33.333336,9,33,27.272728
344-FDN,HNGDR Hongasandra,KMT1 KR Market (Kalasipalya),8,12,66.66667,84,270,31.111113
241-CUP,YKDGHC Yale Kodigehalli Colony,YKDH Yale Kodigehalli,2,11,18.181818,1,1,100.0
356-DUP,KBS1 Kempegowda Bus Station,BMH2 Bommanahalli (Towards Electronic City),11,19,57.894737,41,516,7.9457364
YTTMC-CMNRUP,YTTMC1 Yashawanthapura TTMC,CMDRGR Chamundi Nagara (Towards RT Nagara),5,5,100.0,7,15,46.666668
290UP,SBS0 Shivajinagara Bus Station,TLBSD Thanisandra,20,20,100.0,224,1679,13.341275
D-34 GATE-CKPUP,BSPRG Basavanapura Gate,CKPL CK Palya ,3,3,100.0,4,4,100.0
NMG-CSI-KBSDN,MRSNF Marison Factory,JHC3 Jalahalli Cross,3,20,15.000001,16,123,13.008129
374UP,JTTMC Jayanagara TTMC,BSK Banashankari Bus Station (Towards Kadirenahalli),2,7,28.57143,407,1126,36.14565
226-VBUP,KMT1 KR Market (Kalasipalya),BDD Bidadi,15,24,62.5,47,592,7.939189
D10-HSKUP,BDHI Bidarahalli,AVH-1 Avalahalli (Towards Hoskote),3,13,23.076923,37,192,19.270832
SBS-BDG 241DUP,SBS0 Shivajinagara Bus Station,KBS1 Kempegowda Bus Station,2,5,40.0,16,18,88.88889
KBS-TNSUP,JHC Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),2,15,13.333334,14,205,6.8292685
KRSL-PSSDN,NGSC8 Nagasandra Cross,JHC4 Jalahalli Cross,2,3,66.66667,7,8,87.5
MRH-HPF-MKCDN,KUDGT Kundalahalli Gate,SJRHS Sathya Sai Hospital,4,13,30.769232,57,591,9.6446705
226-UDN,BDD Bidadi,KMT1 KR Market (Kalasipalya),16,16,100.0,36,562,6.405694
HBL-BSK-VJNTDN,KLMD12 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,15,20.0,12,66,18.181818
SNR-BSK-JBNUP,SNR Srinagara Bus Station,BSKTTMC1 Banashankari TTMC,6,16,37.5,16,345,4.6376815
111-CUP,KBS1 Kempegowda Bus Station,KBR Kaval Byrasandra,11,11,100.0,342,1909,17.915138
296-FDN,KOTNR2 Kothanuru ,KCHK1 Kacharakanahalli,7,16,43.75,44,442,9.954751
317-YUP,AVH-1 Avalahalli (Towards Hoskote),HSKSTP Hoskote Bus Stand,5,17,29.411766,15,191,7.853403
98-CUP,KBS1 Kempegowda Bus Station,CNTRL Central,2,7,28.57143,33,147,22.448978
231-KDN,KGR1 Kengeri TTMC,KMT1 KR Market (Kalasipalya),7,17,41.17647,39,430,9.069768
NBVB-DPJUP,AITKGT Kengunte Circle,NGBVC1 Nagarabhavi Circle,2,2,100.0,1,1,100.0
303-FUP,SBS0 Shivajinagara Bus Station,KMNHLI Kammanahalli,7,8,87.5,170,1018,16.699411
BEL-SBSDN,DVSNDRA Devasandra Chikkamaranahalli,MKC2 Mekhri Circle,2,4,50.0,3,6,50.0
210-NUP,KBS1 Kempegowda Bus Station,UTH1 Uttarahalli,23,23,100.0,1130,7347,15.380427
BSK-VSD-KBSUP,BSKTTMC1 Banashankari TTMC,KBS123 Kempegowda Bus Station,6,6,100.0,34,156,21.794872
CSB-YLKOTDN,CLA Bellanduru,MTDB Marathahalli Bridge,3,17,17.647058,7,31,22.580645
D38-BMSUP,HBGDI Hebbagodi,BIA Bommasandra (Towards Jigani),2,4,50.0,31,68,45.588234
226-DDN,KBG2 Kumbalagodu,KGR1 Kengeri TTMC,4,13,30.769232,15,99,15.151516
75-BUP,RJNEH ESI Hospital Rajajinagara (Towards Old Police Station),MGDTG Magadi Road TollGate ,2,7,28.57143,178,1197,14.870509
317SDN,BTH-1 Bhattarahalli,KRPM KR Puram Market,2,20,10.0,59,668,8.832335
212-BDN,BSKTTMC1 Banashankari TTMC,SEC South End Circle,2,15,13.333334,45,580,7.7586203
284-HUP,KRMARK KR Market,KBS1 Kempegowda Bus Station,3,17,17.647058,28,284,9.859155
343-MDN,BGRATB Beguru (Towards Bommanahalli),KMT1 KR Market (Kalasipalya),9,10,90.0,130,1150,11.304348
401-GVUP,VJNGRAA Vijayanagara,RAJ1B 1st Block Rajajinagara,4,15,26.666668,24,249,9.638554
KGR-YTTMC 401KCDN,VJN2 Vijayanagara,GVTSF Govt Soap Factory,6,7,85.71429,6,31,19.354837
CVRN-DMLUP,TPS1 Thippasandra,KFCIPDR Police Station Indiranagara,2,3,66.66667,3,4,75.0
245-MDN,BDH1 Byadarahalli (Towards Sunkadakatte),SKDKT1 Sunkadakatte,2,15,13.333334,158,1345,11.747212
298-MGDN,DVHOS1 Devanahalli Old Bus Stand,KRM4 KR Market,17,20,85.0,12,99,12.121212
G-2DN,JOKSW Sony World 80ft Road  Koramangala,KRMPPO1 Passport Office Koramangala ,3,22,13.636364,482,9448,5.1016088
CJP-CAPGUP,GRDP Garudacharpalya,HODC2 Hoodi (Towards Hope Farm),2,12,16.666668,8,52,15.384616
V-335ENDN,KBS1 Kempegowda Bus Station,MF Marison Factory,8,32,25.0,31,406,7.6354685
ANK-D38GDN,MARGT Marsuru Gate,CPR0 Chandapura (Towards Electronic City),3,9,33.333336,8,40,20.0
227-BAUP,KBS1 Kempegowda Bus Station,KGR2 Kengeri TTMC,7,16,43.75,84,765,10.980392
240-JDN,BDH1 Byadarahalli (Towards Sunkadakatte),SKDKT1 Sunkadakatte,2,22,9.090909,24,519,4.624277
12-LDN,motp Monotype Corporation,KBS123 Kempegowda Bus Station,5,5,100.0,70,215,32.55814
SMH-KBS 238ZAUP,SRSC5 Sirsi Circle,KBS123 Kempegowda Bus Station,2,2,100.0,1,1,100.0
TMP-BDDDN,TMPNPL1 Thimmappana Palya,BDD Bidadi,4,4,100.0,1,1,100.0
96UP,KBS1 Kempegowda Bus Station,HRDG Harishchandra Ghat,14,16,87.5,1251,3393,36.870026
BTP-KMTDN,HALMG-1 HAL Main Gate (Towards Murugeshpalya),DOMLR Domlur (Towards Commando Hospital),3,10,30.000002,24,110,21.818182
273-EDN,MTKR1 Mattikere,KRM4 KR Market,8,13,61.538464,73,560,13.035715
SBS-TYLUP,SBS0 Shivajinagara Bus Station,KMT2 KR Market,4,7,57.14286,179,432,41.435184
31-EDN,KRMRKT KR Market,KBS123 Kempegowda Bus Station,3,6,50.0,43,79,54.430378
282-DDN,BRP1 Byatarayanapura (Towards Hebbala),KBS1 Kempegowda Bus Station,7,13,53.846157,23,245,9.387755
271-QUP,YTTMC Yashawanthapura TTMC,BGLG Bagalagunte (Towards Chikkabanavara),14,19,73.68421,253,1425,17.754387
254UP,JHC Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),3,21,14.285715,49,689,7.1117563
INDG-SNRUP,SYWD3 Sony World 80ft Road  Koramangala,BSKTTMC1 Banashankari TTMC,4,4,100.0,5,9,55.555557
45-GDN,GNSBHV Ganesha Bhavan,KBS123 Kempegowda Bus Station,4,9,44.444447,664,4234,15.6825695
35DN,KRMARK KR Market,KBS123 Kempegowda Bus Station,3,5,60.000004,74,194,38.14433
CHLS-SBSDN,KCHK1 Kacharakanahalli,SBS1 Shivajinagara Bus Station,6,11,54.545456,26,236,11.01695
372-MADN,DRC1 Bengaluru Dairy Circle (Towards Lakkasandra),KBS123 Kempegowda Bus Station,4,22,18.181818,45,818,5.5012226
GFGC-BDD-FDRDN,BDD Bidadi,IFC1 Innovative Film City,6,8,75.0,13,30,43.333332
600-GAUP,BMH4 Bommanahalli (Towards St Johns),BSKTTMC1 Banashankari TTMC,4,11,36.363636,7,36,19.444445
JFWTC-KBSDN,KDGATE Kundalahalli Gate,DOMLR Domlur (Towards Commando Hospital),7,15,46.666668,12,131,9.160306
305-KDN,PAG Pattandur Agrahara Gate,HODC Hoodi (Towards ITPL),2,17,11.764706,104,1156,8.996539
AHL-KBSDN,MRNG Maruthi Nagara,KBS123 Kempegowda Bus Station,15,17,88.2353,16,188,8.510638
KRM KM-SJPUP,AGRA1 Jn of Agara,DKKSJP1 Doddakannalli,4,12,33.333336,27,261,10.344828
KBS-YTTMC 275BUP,JHC2 Jalahalli Cross,BELCRL BEL Circle (Towards Mathikere),4,15,26.666668,19,216,8.796296
96-G VSDUP,MDHOS Modi Hospital,TELEE Telephone Exchange AGO ,6,7,85.71429,13,45,28.88889
PSS-LGRUP,RJPNGR2 Police Station Rajagopala Nagara,LGR Laggere New Bus Stand,2,4,50.0,10,22,45.454548
267UP,KMT1 KR Market (Kalasipalya),LGR Laggere New Bus Stand,9,9,100.0,128,658,19.452888
223FUP,KMT1 KR Market (Kalasipalya),SNH2 Sonnenahalli,7,10,70.0,148,787,18.80559
314-BMDN,KGPR1 Kaggadasapura,CVRMGN CV Raman Nagara (Towards Benniganahalli),2,2,100.0,1,1,100.0
250-CDN,YTTMC1 Yashawanthapura TTMC,KBS123 Kempegowda Bus Station,4,10,40.0,12,92,13.043478
PTC-YBSDN,YHKSC Yelahanka Santhe Circle,NES NES Office,2,11,18.181818,28,282,9.929078
V-500DCUP,KRPRLY Railway Station KR Puram,BMH2 Bommanahalli (Towards Electronic City),10,19,52.63158,18,161,11.180124
36-GDN,KRMARK KR Market,KBS123 Kempegowda Bus Station,3,8,37.5,156,897,17.391304
294-AUP,KRM4 KR Market,KARCH1 Kacharakanahalli,8,14,57.14286,73,1014,7.1992106
258-UDN,MRSNF Marison Factory,TDSRH T Dasarahalli,2,19,10.526316,33,398,8.291457
BMT38-CSBUP,ELC Electronic City (Towards Bommanahalli),CSB2 Central Silk Board (Towards Kuvempunagara),9,10,90.0,11,67,16.41791
D38-VGKUP,CNPCR Muttanalluru Cross,DMS1 Dommasandra,2,4,50.0,8,10,80.0
BHELMT-KBS 225KUP,RRT1 RR Temple,NDH1 Nayandahalli,3,13,23.076923,30,243,12.345679
YHK-HNYRUP,NES NES Office,SNGHLG Singanayakanahalli Gate,4,13,30.769232,42,333,12.612613
242-NUP,KMT1 KR Market (Kalasipalya),MGDTG Magadi Road TollGate ,4,14,28.57143,71,973,7.2970195
258-DDN,NMG0 Nelamangala Bus Station,JHC3 Jalahalli Cross,9,18,50.0,28,243,11.522634
VSD-AGRUP,SECRL South End Circle,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),2,14,14.285715,34,320,10.625
351-AUP,KBS1 Kempegowda Bus Station,BMH2 Bommanahalli (Towards Electronic City),9,19,47.368423,92,970,9.484536
306MAUP,PTAGC Pattandur Agrahara Gate,HOF Hope Farm (Towards Chikka Thirupathi),2,22,9.090909,103,1280,8.046875
410-FDN,PESC2 PES College ,BSKTTMC1 Banashankari TTMC,4,14,28.57143,21,346,6.069364
371-DDN,BLKLI Bilekahalli,KBS123 Kempegowda Bus Station,6,16,37.5,61,730,8.356164
335-GUP,MRH Marathahalli ,SJRHS Sathya Sai Hospital,5,23,21.73913,60,937,6.4034147
238-AUP,KBS1 Kempegowda Bus Station,MGDTG Magadi Road TollGate ,3,7,42.857143,90,635,14.173229
355DDN,TIF Tin Factory,CSB1 Central Silk Board (Towards BTM Layout),12,12,100.0,59,319,18.495296
KGR-RV-CLOUP,BNGUSTY Bengaluru University Gate (Towards ADM Block),BUAMB Bengaluru University Administrative Block,2,3,66.66667,3,3,100.0
AS-15UP,HMGT Hulimavu Gate (Towards Meenakshi Temple),BLVRDHLI Bilavaradahalli,4,10,40.0,72,744,9.677419
329-FDN,KDGATE Kundalahalli Gate,MRHLLI Marathahalli,2,18,11.111112,49,1063,4.609596
375HUP,BGSM BGS Health City Gate Abhiman Studio,KGR2 Kengeri TTMC,2,8,25.0,141,816,17.279411
STJOHN-ATBUP,BMH2 Bommanahalli (Towards Electronic City),KDG Kudlu Gate,2,14,14.285715,9,112,8.035714
196DN,KBS1 Kempegowda Bus Station,SBS1 Shivajinagara Bus Station,6,6,100.0,33,52,63.461536
227BDN,TVKR Tavarekere,KGR1 Kengeri TTMC,11,17,64.70589,120,1434,8.368201
333-CDN,HALMG-1 HAL Main Gate (Towards Murugeshpalya),KBS123 Kempegowda Bus Station,9,11,81.818184,278,1704,16.314554
DNH-SBSDN,BRTHBD Byrathi Bande,KCHK1 Kacharakanahalli,5,14,35.714287,5,37,13.513513
330-PGDN,HALMG-1 HAL Main Gate (Towards Murugeshpalya),SBS1 Shivajinagara Bus Station,6,9,66.66667,77,524,14.694656
SRN-HSKUP,CPR2 Chandapura (Towards Dommasandra),HSKSTP Hoskote Bus Stand,19,20,95.0,21,224,9.375
500-QDDN,DDNKD Dodda Nekkundi (Towards Marathahalli Bridge),KLMD12 Marathahalli Bridge,2,29,6.8965516,104,2883,3.6073537
404-EDN,HBL1 Hebbala (Towards RM Guttahalli),RTNPS1 Police Station RT Nagara ,2,12,16.666668,119,997,11.935808
D34 Gate-BRDUP,BSPRG Basavanapura Gate,SHANUBNP Shanubhoganahalli Bannerughatta ,3,6,50.0,8,30,26.666668
YHKOT-KBS 290EDN,NGW1 Nagavara,KBS123 Kempegowda Bus Station,7,14,50.0,40,353,11.331445
HSK-VSD-KBSUP,BTH-1 Bhattarahalli,KRPM KR Puram Market,2,14,14.285715,15,203,7.3891625
401RBDN,NDH Nayandahalli,RRT RR Temple,2,20,10.0,10,87,11.494253
KBS-TMPUP,CNCNKP Chunchanakuppe,CDC0 Chandrappa Circle,13,20,65.0,2,15,13.333334
313-PUP,KRM4 KR Market,HLS1 Halasuru,5,10,50.0,25,176,14.204545
383-AUP,BDC-1 Budigere Cross (Towards Hoskote),HSKTHSS Hoskote High School,3,15,20.0,9,88,10.227273
KRMTTMC-KMT 143DN,NLSB Neelasandra Bus Stand,KRM4 KR Market,6,8,75.0,97,386,25.129532
248-BBUP,JLCR1 Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),4,31,12.903225,376,3609,10.418399
502HBUP,KGR2 Kengeri TTMC,SKK Sunkadakatte,7,12,58.333332,4,40,10.0
228-HUP,KBS1 Kempegowda Bus Station,KGR2 Kengeri TTMC,7,14,50.0,51,473,10.782241
BMTC KSRTC-KMTUP,SNTTMC3 Shanthinagara TTMC,SNTTMC3 Shanthinagara TTMC,1,3,33.333336,0,0,0.0
321-EUP,ISH Isolation Hospital,KRPRLY Railway Station KR Puram,3,16,18.75,34,590,5.762712
SBS-CAPGRUP,ISH Isolation Hospital,KRPRLY Railway Station KR Puram,6,10,60.000004,12,47,25.531916
600-DDN,BSKTTMC1 Banashankari TTMC,BMH2 Bommanahalli (Towards Electronic City),4,12,33.333336,116,941,12.3273115
BEML5-KMLW 210UBUP,UTH Uttarahalli,VSPL Vasanthapura,2,4,50.0,8,10,80.0
300-HUP,RMNALDM Ramamurthy Nagara Alada Mara,KRPG KR Puram Govt Hospital,4,20,20.0,512,4705,10.88204
258-KADN,MRSNF Marison Factory,JHC3 Jalahalli Cross,3,20,15.000001,79,675,11.703704
RCP-PSSDN,KGHB Kammagondanahalli Bridge,JHC4 Jalahalli Cross,2,5,40.0,10,19,52.63158
211-HDN,BSKTTMC1 Banashankari TTMC,KMT1 KR Market (Kalasipalya),5,16,31.25,47,758,6.2005277
201MDN,RGGD Ragigudda Temple,BSKTTMC1 Banashankari TTMC,2,20,10.0,171,1023,16.715544
HALMG-ITICGTDN,HALMG HAL Main Gate (Towards Marathahalli Bridge),BGH-1 Benniganahalli,3,4,75.0,9,36,25.0
V-226HSRUP,SIA1 SI Apartment HSR Layout,WNDRPRK Wonderla Amusement Park,2,2,100.0,3,3,100.0
344-FUP,BMH0 Bommanahalli (Towards Beguru),HNSRA Hongasandra,2,14,14.285715,45,255,17.647058
PPLO-SBSDN,KDRNH Kadirenahalli,BSKTTMC0 Banashankari TTMC,2,11,18.181818,198,721,27.461859
234CUP,KBS1 Kempegowda Bus Station,MDLPLYA Moodalapalya,5,9,55.555557,10,87,11.494253
BMT10-HSH-SGHUP,D10G Depot-10 Gate,KOTNR Kothanuru ,4,14,28.57143,22,86,25.581396
BSK-ORRCAUP,RGD Ragigudda Temple,BTM16 16th Main BTM Layout ,2,6,33.333336,1,5,20.0
500FDN,MTBH-2 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,15,20.0,174,1542,11.284046
213-LUP,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),KKC Konanakunte Cross,3,16,18.75,53,611,8.674304
342-BDN,LBGHG Lalbagh Main Gate,KMT1 KR Market (Kalasipalya),2,17,11.764706,66,1114,5.924596
219UP,KMT1 KR Market (Kalasipalya),KGR2 Kengeri TTMC,20,24,83.33333,120,387,31.007751
242-JAUP,KMT2 KR Market,BDH2 Byadarahalli (Towards Gollarahatti),8,20,40.0,15,209,7.1770334
268DN,MTKR1 Mattikere,KRM4 KR Market,8,15,53.333336,50,579,8.635578
SNBS-NRGUP,NCBS Nanjappa Circle,AUTTN Austin Town,2,2,100.0,2,2,100.0
95-EUP,KWTRTNK Water Tank Kamalanagara,MLLSRM 11th Cross Malleshwaram ,4,7,57.14286,14,80,17.5
276-CDN,DVSNDRA Devasandra Chikkamaranahalli,KBS123 Kempegowda Bus Station,7,9,77.77778,171,1058,16.16257
342-SDN,DKKSJP Doddakannalli,AGRA Agara (Towards Hebbala),4,8,50.0,65,366,17.759563
HBL-JFWTCUP,KSTRR Kasthuri Nagara Ring Road,KRPRLY Railway Station KR Puram,2,4,50.0,2,5,40.0
285-MFUP,KBS1 Kempegowda Bus Station,DBP Doddaballapura Old Bus Stand,20,21,95.2381,64,966,6.625259
VNH-VRPUP,KBS1 Kempegowda Bus Station,VRP Vidyaranyapura Bus Station,9,9,100.0,23,209,11.004785
225-JDN,BPN Bapujinagara,KBS123 Kempegowda Bus Station,4,5,80.0,5,12,41.666664
PTH-SBSHUP,HBL1 Hebbala (Towards RM Guttahalli),RTNPS1 Police Station RT Nagara ,2,11,18.181818,15,136,11.029412
258-VADN,MRSNF Marison Factory,JHC3 Jalahalli Cross,2,17,11.764706,62,476,13.02521
410-EUP,HGHMD1 Hegganahalli (Towards Sunkadakatte),SKDKT1 Sunkadakatte,2,26,7.692308,20,446,4.484305
364FAUP,END East End Jayanagara (Towards BTM Layout),SRDSTL Shiradi Sai Temple Arakere,3,11,27.272728,76,757,10.03963
327-AUP,VRTKD4 Varthur Kodi,VRTBS1 Varthuru,2,15,13.333334,34,237,14.345991
507-PSUP,KRPRST KR Puram Railway Station,RMNADM Ramamurthy Nagara Alada Mara,2,23,8.695652,354,4332,8.171745
PSS-SSHLUP,JHC1 Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),2,6,33.333336,37,97,38.14433
CVB-YSTFUP,CVRBN Cauvery Bhavana,YST Yelahanka Satellite Town,8,9,88.88889,25,160,15.625
YRS-BELFUP,YPR STN Railway Station Yeshwanthapura,YPR STN Railway Station Yeshwanthapura,1,3,33.333336,0,0,0.0
IDPEL-PSSDN,KRVS Kanteerava Studio,PSS Peenya 2nd Stage,2,2,100.0,1,1,100.0
KBS-BELFUP,SSN2 Police Station Sadashivanagara,BELF CS-BEL Factory,3,6,50.0,11,72,15.277778
KBS-12HKDN,KRPM KR Puram Market,TIF Tin Factory,4,33,12.121212,866,14134,6.1270695
YTTMC-JCNK 89DUP,MODIH Modi Hospital,KRBRHL Kurubarahalli,2,2,100.0,8,8,100.0
KMT-JLOTDN,KKC Konanakunte Cross,TAGP Thalagattapura,4,7,57.14286,6,23,26.086956
MTR-ELC 378UP,TGRC Thogur Cross,WPTGT1 Wipro Gate Shikaripalya Cross,2,16,12.5,20,308,6.4935064
D10-BGLUP,D10G Depot-10 Gate,KOTNR Kothanuru ,4,9,44.444447,42,204,20.588236
63-EDN,SBS0 Shivajinagara Bus Station,HRDG Harishchandra Ghat,4,8,50.0,101,849,11.896349
GECL-SBSDN,MPH-1 NAL Manipal Hospital ,SBS1 Shivajinagara Bus Station,5,5,100.0,12,26,46.153847
241-CDDN,BDH1 Byadarahalli (Towards Sunkadakatte),SKDKT1 Sunkadakatte,2,12,16.666668,89,812,10.96059
BYH-D10DN,CKLTY Chakkalatti,HSRBND Hosuru Bande,2,8,25.0,2,11,18.181818
293-GUP,SBS0 Shivajinagara Bus Station,HNRCS Hennur Cross (Towards Hennur Bande),7,13,53.846157,72,559,12.880143
ITPL-JFWTCUP,ITPL ITPL,SJRH Sathya Sai Hospital,2,2,100.0,1,1,100.0
290-ZUP,NGW Nagavara,TLBSD Thanisandra,2,16,12.5,30,180,16.666668
JFWTC-HBL 500DN,KLNGRA Kalyananagara,VNPY2 Veeranapalya,2,5,40.0,2,4,50.0
KMT-HBL-YHKOTUP,KBS1 Kempegowda Bus Station,YHK Yelahanka Old Town,9,10,90.0,51,346,14.739884
335-N BUADMDN,PTAGC Pattandur Agrahara Gate,KDG0 Kadugodi Bus Station,3,24,12.5,21,38,55.263157
500-QDN,tinf Tin Factory,KRPG KR Puram Govt Hospital,2,14,14.285715,382,3732,10.235798
